年份,城市,省份,省份代码,城市代码,地区生产总值(万元),"常住人口
(万人)","户籍人口数
(万人)","行政区域土地面积
(平方公里)",进出口总额（百万人民币）,出口总额(百万人民币),进口总额(百万人民币),第一产业增加值(万元),第二产业增加值(万元),第三产业增加值(万元),第一产业增加值占GDP比重(%),第二产业增加值占GDP比重(%),第三产业增加值占GDP比重(%),普通高等学校在校学生数(万人),互联网宽带接入用户(万人）),年末金融机构各项贷款余额(万元),年末金融机构存款余额(万元),"一般公共预算支出_教育
(万元)","一般公共预算
支出_科学技术(万元)","一般公共预算支出
(万元)","一般公共
预算收入
(万元)","移动电话年末用户数
(万户)"
2004,湖州市,浙江省,330000,330500,5518809.0,269.96,257.21,5818,14051.10952,11985.799616,2065.309904,584700.0,3030424.0,1903685.0,0.105946772211178,0.549108331163481,0.344944896625341,1.4269,3134.3425,4006753.0,5273867.0,81810.0,14440.8205,365120.0,322290.0,133.0
2005,湖州市,浙江省,330000,330500,6428891.81,271.8,257.58,5818,18600.319771,16347.028852,2253.290919,630965.81,3532468.0,2265458.0,0.0981453458306059,0.549467638342478,0.352387015826916,1.6406,2288.685,4537172.0,5985909.0,95391.0,16935.7207,440839.0,397308.0,150.0
2006,湖州市,浙江省,330000,330500,7581084.19,276.7,257.89,5818,23997.589258,21267.805784,2729.783474,659011.19,4334271.0,2587802.0,0.0869283566154408,0.571721786933486,0.341349856451073,1.8795,2811.683,5487563.0,7062091.0,110268.0,19861.9134,559348.0,497923.0,177.0
2007,湖州市,浙江省,330000,330500,8905034.81,280.0,257.8,5818,32432.88496,27949.41448,4483.47048,711112.81,5088924.0,3104998.0,0.0798551409592974,0.571465930069733,0.348678928970969,2.1096,3471.529,6559080.0,8012836.0,153279.0,23294.0,688180.0,616780.0,193.0
2008,湖州市,浙江省,330000,330500,10321039.0,282.9,258.5,5818,38812.344095,34037.796198,4774.547897,848268.0,5913379.0,3559392.0,0.0821882370563661,0.572944158044553,0.34486760489908,2.3468,3826.884,7758433.0,10018004.0,180979.0,28155.0,864170.0,716116.0,202.0
2009,湖州市,浙江省,330000,330500,11955477.0,285.0,259.17,5818,33013.13004,27840.08205,5173.04799,902588.0,6988117.0,4064772.0,0.0754957748653609,0.584511768121004,0.339992457013635,2.4409,4516.851,11507123.0,13976868.0,215076.0,32490.0,1085102.0,800106.0,246.0
2010,湖州市,浙江省,330000,330500,13854758.0,289.4,259.98,5818,46897.06515,39674.482515,7222.582635,1042216.0,7977421.0,4835121.0,0.0752244102711863,0.575789270371954,0.348986319356859,2.4768,5455.639,14613222.0,18056148.0,251107.0,36729.0,1271209.0,972655.0,287.0
2011,湖州市,浙江省,330000,330500,15794027.0,289.9,261.05,5820,55946.1256,47510.9328,8435.1928,1162184.0,8741182.0,5890661.0,0.0735837668252688,0.553448591673295,0.372967641501436,2.5329,5233.645,17121700.0,21020466.0,321089.0,45753.0,1517340.0,1221200.0,322.0
2012,湖州市,浙江省,330000,330500,17481084.0,297.1,261.38,5820,55061.28625,46636.939375,8424.346875,1226473.0,9622409.0,6632202.0,0.0701600083839194,0.550446928806017,0.379393062810064,2.6153,5719.603,18522820.0,22333437.0,371108.0,51861.0,1675076.0,1385508.0,324.0
2013,湖州市,浙江省,330000,330500,19307769.0,300.9,262.49,5824,59039.7756,50090.6016,8949.174,1198028.0,10449921.0,7659820.0,0.062049012498544,0.541228818306248,0.396722169195208,2.6673,5346.979,21454291.0,25779300.0,415340.0,60105.0,1976149.0,1546646.0,366.0
2014,湖州市,浙江省,330000,330500,20839466.0,304.7,263.78,5820,61342.0008,54093.4968,7248.504,1203392.0,11306912.0,8329162.0,0.0577458174792003,0.542572060147798,0.399682122373001,2.6988,5530.0,23249508.0,27560543.0,464525.0,69814.0,2245670.0,1678400.0,383.0
2015,湖州市,浙江省,330000,330500,22230568.0,308.3,263.71,5820,63573.2788,55152.482,8420.7968,1226044.0,11807289.0,9197235.0,0.055151267390019,0.531128534367633,0.413720198242348,3.2199,4917.0,25098339.0,30346398.0,533475.0,83942.0,2737406.0,1913116.0,450.0
2016,湖州市,浙江省,330000,330500,23911367.0,314.1,264.84,5820,67904.2329,59886.9768,8017.2561,1242173.0,12502441.0,10166753.0,0.0519490583704395,0.522866007618887,0.425184934010674,2.6668,4755.0,27403590.0,34768018.0,581217.0,93215.0,2886169.0,2111792.0,456.0
2017,湖州市,浙江省,330000,330500,26078618.0,320.0,266.14,5820,76936.761,67896.1008,9040.6602,1257474.0,13608639.0,11212505.0,0.0482185827485183,0.521831294894538,0.429950122356944,2.6383,5416.0,32668208.0,39630456.0,636727.0,112968.0,3250181.0,2374308.0,443.0
2018,湖州市,浙江省,330000,330500,28812135.0,325.9,267.06,5820,88798.8906,77311.0842,11487.8064,1283706.0,14915271.0,12613158.0,0.0445543518382098,0.517673230394068,0.437772417767722,2.6941,6347.0,38715321.0,45140784.0,699078.0,157795.0,3975433.0,2870960.0,503.0
2019,湖州市,浙江省,330000,330500,31222745.0,332.67,267.57,5820,94057.46028,83882.58669,10174.87359,1341080.0,15996153.0,13885512.0,0.0429520210346656,0.51232372425935,0.444724254705984,2.8834,6885.455,48184632.0,51637465.0,768283.0,187149.0,4668656.0,3160702.0,463.0
2020,湖州市,浙江省,330000,330500,32039027.0,337.22,268.06,5820,111976.948944,102073.926672,9903.022272,1410507.0,15991506.0,14637014.0,0.0440246515601114,0.499125831755128,0.456849516684761,3.377,7478.096,59234682.0,58566987.0,841881.0,195052.0,4844230.0,3365565.0,454.0
2021,湖州市,浙江省,330000,330500,36459189.0,340.7,268.5,5820,148838.16948,135386.340375,13451.829105,1531646.0,18560195.0,16367348.0,0.0420098757545046,0.509067686612557,0.448922437632938,3.7405,8063.0,71860452.0,67229924.0,966992.0,225487.0,5244939.0,4135188.0,445.0
2022,湖州市,浙江省,330000,330500,38496123.0,341.31,268.83,5820,162957.1299,150013.1499,12943.98,1509526.0,19500034.0,17486563.0,0.0392124162737115,0.506545399389959,0.454242184336329,3.9067,8773.0,87848158.0,77521788.0,1049752.0,262508.0,6019198.0,3872962.0,460.0
2023,湖州市,浙江省,330000,330500,40150853.0,343.9,268.65,5820,161878.658,149043.2552,12835.4028,1588791.0,19786811.0,18775251.0,0.0395705416270982,0.492811721833158,0.467617736539744,4.3267,9334.0,105338086.0,90645603.0,1099983.0,310081.0,6069736.0,4104988.0,448.0
2024,湖州市,浙江省,330000,330500,42134200.0,346.5,268.628613952514,5820,166401.2829,153062.062,13339.2209,1771200.0,19777500.0,20585500.0,0.0420371099961551,0.469393034636946,0.488569855366899,4.71517537297092,1978.4,120000000.0,95783000.0,1164508.0,357910.0,5905000.0,4107000.0,450.1
2000,绍兴市,浙江省,330000,330600,7168454.0,430.4,432.69,8311,13762.42608,10574.41424,3188.01184,746947.0,4206693.0,2214814.0,0.10419917600085,0.586834064918321,0.308966759080828,0.58,,6856196.0,8144879.0,57175.0,17053.8377,257595.0,245398.0,52.0
2001,绍兴市,浙江省,330000,330600,7880179.0,432.12,433.27,8256,20451.22545,15515.98143,4935.24402,766060.0,4572042.0,2542077.0,0.0972135277637729,0.580195196073592,0.322591276162635,0.888,1090.0,7740925.0,9386772.0,78336.0,19582.4524,373650.0,355860.0,69.0
2002,绍兴市,浙江省,330000,330600,8860602.0,433.84,433.59,8256,32034.582684,24012.776742,8021.805942,758119.0,5137710.0,2964773.0,0.0855606650654211,0.579837577627344,0.334601757307235,1.429,3229.327,8739911.0,10911939.0,98939.0,22488.1173,451569.0,396198.0,105.0
2003,绍兴市,浙江省,330000,330600,10352193.0,435.56,433.84,8256,49342.01118,37520.71701,11821.29417,776451.0,6117633.0,3458109.0,0.0750035282379299,0.590950439196796,0.334046032565274,1.9344,3980.0,9867918.0,12801778.0,126181.0,25827.3715,570548.0,504849.0,150.0
2004,绍兴市,浙江省,330000,330600,12553003.0,437.28,434.72,8256,71695.628032,54697.481104,16998.146928,863701.0,7532119.0,4157183.0,0.0688043331145543,0.600025268853995,0.331170398031451,2.5034,3134.3425,11767640.0,15234995.0,153430.0,29665.2793,645049.0,635661.0,179.0
2005,绍兴市,浙江省,330000,330600,14628349.0,439.0,435.09,8256,85887.762741,66693.708554,19194.054187,930700.0,8826695.0,4870954.0,0.0636230377057589,0.603396528206977,0.332980434087264,3.0702,2288.685,13992589.0,18648862.0,173222.0,34076.7228,800388.0,761326.0,244.0
2006,绍兴市,浙江省,330000,330600,17003687.0,449.8,435.5,8256,111199.674534,83727.337092,27472.337442,973513.0,10267217.0,5762957.0,0.0572530534112984,0.603822982627238,0.338923963961463,3.8332,2811.683,17328046.0,22671625.0,192857.0,39147.8917,954864.0,945465.0,266.0
2007,绍兴市,浙江省,330000,330600,20007292.0,458.1,436.24,8256,146717.12692,105029.1094,41688.01752,1044539.0,12075718.0,6887035.0,0.0522079149941931,0.603565839894774,0.344226245111033,4.4103,3471.529,20696821.0,26392686.0,261823.0,44978.0,1137609.0,1221169.0,354.0
2008,绍兴市,浙江省,330000,330600,22562046.0,475.5,437.06,8256,165478.675268,121504.663402,43974.011866,1145605.0,13381789.0,8034652.0,0.0507757585460113,0.593110615943253,0.356113625510736,5.0258,3826.884,24612974.0,32322192.0,327857.0,61925.0,1440939.0,1435954.0,334.0
2009,绍兴市,浙江省,330000,330600,24068972.0,479.6,437.74,8256,139970.46888,107666.73819,32303.73069,1219183.0,13966754.0,8883035.0,0.0506537213138974,0.580280454021883,0.369065824664219,5.2898,4516.851,33637939.0,41395407.0,382071.0,77951.0,1695366.0,1604310.0,379.0
2010,绍兴市,浙江省,330000,330600,28117467.0,491.3,438.91,8279,182885.62434,142762.39167,40123.23267,1456340.0,15932953.0,10728174.0,0.0517948505105385,0.566656768904539,0.381548380584923,5.3869,5455.639,19457200.0,49483217.0,450571.0,95542.0,2219473.0,1932305.0,513.0
2011,绍兴市,浙江省,330000,330600,33569446.0,493.4,440.01,8256,216402.094,167838.3768,48563.7172,1662054.0,18752304.0,13155088.0,0.0495109153722704,0.558612257110231,0.391876827517499,5.6455,5233.645,44630856.0,55101360.0,561261.0,123294.0,2533091.0,2396916.0,588.0
2012,绍兴市,浙江省,330000,330600,36775219.0,498.9,440.83,8256,202618.24625,161327.868125,41290.378125,1772070.0,20103670.0,14899479.0,0.0481865247355835,0.546663501854333,0.405149973410084,5.9758,5719.603,49341738.0,58459494.0,672450.0,132309.0,2787074.0,2657555.0,664.0
2013,绍兴市,浙江省,330000,330600,40108363.0,502.2,441.66,8279,206645.4078,172882.125156,33763.282644,1823173.0,21616480.0,16668710.0,0.0454561807970073,0.538951938776459,0.415591880426533,7.7532,5346.979,54478356.0,63654548.0,705628.0,158729.0,3121077.0,2930721.0,686.0
2014,绍兴市,浙江省,330000,330600,42351577.0,505.8,443.04,8279,213050.7324,182754.4428,30296.2896,1844064.0,22403855.0,18103658.0,0.0435418024693626,0.528996948566992,0.427461248963645,8.0348,5530.0,58233946.0,65542219.0,779332.0,184555.0,3464437.0,3172705.0,692.0
2015,绍兴市,浙江省,330000,330600,44246910.0,510.0,443.11,8279,186241.6168,169051.2328,17190.384,1878346.0,22790348.0,19578216.0,0.042451461582289,0.515072080739649,0.442476457678062,8.3831,4917.0,59472120.0,68209613.0,935338.0,209746.0,4214117.0,3628935.0,705.0
2016,绍兴市,浙江省,330000,330600,46971537.0,515.4,444.53,8279,183360.6915,169803.7572,13556.9343,1948750.0,23852125.0,21170662.0,0.0414878908475999,0.507799542518696,0.450712566633704,9.0277,4755.0,61111742.0,72633137.0,971151.0,228725.0,4560959.0,3903010.0,783.0
2017,绍兴市,浙江省,330000,330600,50274840.0,518.8,446.48,8279,198941.787,184425.417,14516.37,1957222.0,25064231.0,23253387.0,0.0389304471182802,0.498544222119852,0.462525330761868,9.7345,5416.0,66767606.0,76575632.0,995509.0,260669.0,4698303.0,4313596.0,883.0
